@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
77,354,0,69542,689,0.99019,1,0.005065,1,0.994935,0.010078,0.990239,1.009858,0.031881
78,354,0,69541,690,0.990175,1,0.005065,1,0.994935,0.010078,0.990225,1.009872,0.031883
79,354,0,69539,692,0.990147,1,0.005065,1,0.994935,0.010079,0.990196,1.009901,0.031948
80,354,0,69538,693,0.990133,1,0.005065,1,0.994935,0.010079,0.990182,1.009915,0.03195
81,354,0,69537,694,0.990118,1,0.005065,1,0.994935,0.010079,0.990168,1.00993,0.031955
82,354,0,69536,695,0.990104,1,0.005065,1,0.994935,0.010079,0.990154,1.009944,0.031955
83,354,0,69535,696,0.99009,1,0.005065,1,0.994935,0.010079,0.99014,1.009959,0.032015
84,354,0,69527,704,0.989976,1,0.005066,1,0.994934,0.01008,0.990026,1.010074,0.032042
85,354,0,69512,719,0.989762,1,0.005067,1,0.994933,0.010083,0.989814,1.010291,0.032071
86,354,0,69453,778,0.988922,1,0.005071,1,0.994929,0.010091,0.988978,1.011145,0.032071
87,354,0,69452,779,0.988908,1,0.005071,1,0.994929,0.010091,0.988964,1.011159,0.032109
88,354,0,69445,786,0.988808,1,0.005072,1,0.994928,0.010092,0.988864,1.011261,0.032138
89,354,0,69416,815,0.988395,1,0.005074,1,0.994926,0.010096,0.988454,1.011681,0.032138
90,354,0,69415,816,0.988381,1,0.005074,1,0.994926,0.010097,0.988439,1.011696,0.032205
91,354,0,69399,832,0.988153,1,0.005075,1,0.994925,0.010099,0.988213,1.011928,0.032205
92,354,0,69398,833,0.988139,1,0.005075,1,0.994925,0.010099,0.988199,1.011942,0.032243
93,354,0,69397,834,0.988125,1,0.005075,1,0.994925,0.010099,0.988184,1.011957,0.032251
94,354,0,69378,853,0.987854,1,0.005077,1,0.994923,0.010102,0.987915,1.012233,0.032251
95,354,0,69377,854,0.98784,1,0.005077,1,0.994923,0.010102,0.987901,1.012247,0.032251
96,354,0,69376,855,0.987826,1,0.005077,1,0.994923,0.010102,0.987887,1.012262,0.032251
97,354,0,69375,856,0.987812,1,0.005077,1,0.994923,0.010102,0.987873,1.012276,0.032273
98,354,0,69369,862,0.987726,1,0.005077,1,0.994923,0.010103,0.987788,1.012363,0.032283
99,354,0,69360,871,0.987598,1,0.005078,1,0.994922,0.010104,0.98766,1.012494,0.032285
100,354,0,69359,872,0.987584,1,0.005078,1,0.994922,0.010105,0.987646,1.012508,0.032318
101,354,0,69356,875,0.987541,1,0.005078,1,0.994922,0.010105,0.987604,1.012552,0.032319
102,354,0,69355,876,0.987527,1,0.005078,1,0.994922,0.010105,0.987589,1.012567,0.032336
103,354,0,69354,877,0.987513,1,0.005078,1,0.994922,0.010105,0.987575,1.012581,0.03234
104,354,0,69346,885,0.987399,1,0.005079,1,0.994921,0.010106,0.987462,1.012697,0.032352
105,354,0,69337,894,0.987271,1,0.00508,1,0.99492,0.010108,0.987334,1.012828,0.032386
106,354,0,69334,897,0.987228,1,0.00508,1,0.99492,0.010108,0.987292,1.012872,0.032386
107,354,0,69333,898,0.987214,1,0.00508,1,0.99492,0.010108,0.987278,1.012886,0.032386
108,354,0,69332,899,0.987199,1,0.00508,1,0.99492,0.010109,0.987264,1.012901,0.032386
109,354,0,69331,900,0.987185,1,0.00508,1,0.99492,0.010109,0.987249,1.012915,0.032389
110,354,0,69330,901,0.987171,1,0.00508,1,0.99492,0.010109,0.987235,1.01293,0.032407
111,354,0,69306,925,0.986829,1,0.005082,1,0.994918,0.010112,0.986895,1.013279,0.032407
112,354,0,69304,927,0.986801,1,0.005082,1,0.994918,0.010113,0.986867,1.013308,0.032407
113,354,0,69303,928,0.986786,1,0.005082,1,0.994918,0.010113,0.986853,1.013322,0.032407
114,354,0,69302,929,0.986772,1,0.005082,1,0.994918,0.010113,0.986839,1.013337,0.032407
115,354,0,69301,930,0.986758,1,0.005082,1,0.994918,0.010113,0.986824,1.013352,0.032407
116,354,0,69300,931,0.986744,1,0.005082,1,0.994918,0.010113,0.98681,1.013366,0.032407
117,354,0,69288,943,0.986573,1,0.005083,1,0.994917,0.010115,0.98664,1.013541,0.032409
118,354,0,69287,944,0.986559,1,0.005083,1,0.994917,0.010115,0.986626,1.013555,0.032418
119,354,0,69286,945,0.986544,1,0.005083,1,0.994917,0.010115,0.986612,1.01357,0.032453
120,354,0,69285,946,0.98653,1,0.005083,1,0.994917,0.010115,0.986598,1.013584,0.032474
121,354,0,69271,960,0.986331,1,0.005084,1,0.994916,0.010117,0.986399,1.013788,0.032475
122,354,0,69257,974,0.986131,1,0.005085,1,0.994915,0.010119,0.986201,1.013992,0.032521
123,354,0,69253,978,0.986075,1,0.005086,1,0.994914,0.01012,0.986144,1.01405,0.032525
124,354,0,69252,979,0.98606,1,0.005086,1,0.994914,0.01012,0.98613,1.014065,0.032542
125,354,0,69249,982,0.986018,1,0.005086,1,0.994914,0.010121,0.986088,1.014109,0.032543
126,354,0,69234,997,0.985804,1,0.005087,1,0.994913,0.010123,0.985875,1.014327,0.032589
127,354,0,69233,998,0.98579,1,0.005087,1,0.994913,0.010123,0.985861,1.014342,0.032607
128,354,0,69232,999,0.985776,1,0.005087,1,0.994913,0.010123,0.985847,1.014356,0.032609
129,354,0,69231,1000,0.985761,1,0.005087,1,0.994913,0.010123,0.985833,1.014371,0.032609
130,354,0,69220,1011,0.985605,1,0.005088,1,0.994912,0.010125,0.985677,1.014531,0.03261
131,354,0,69213,1018,0.985505,1,0.005089,1,0.994911,0.010126,0.985578,1.014633,0.03261
132,354,0,69212,1019,0.985491,1,0.005089,1,0.994911,0.010126,0.985564,1.014648,0.032611
133,354,0,69211,1020,0.985476,1,0.005089,1,0.994911,0.010126,0.985549,1.014663,0.032678
134,354,0,69206,1025,0.985405,1,0.005089,1,0.994911,0.010127,0.985479,1.014735,0.032679
135,354,0,69195,1036,0.985249,1,0.00509,1,0.99491,0.010128,0.985323,1.014896,0.032691
136,354,0,69192,1039,0.985206,1,0.00509,1,0.99491,0.010129,0.98528,1.01494,0.032725
137,354,0,69191,1040,0.985192,1,0.00509,1,0.99491,0.010129,0.985266,1.014954,0.032729
138,354,0,69189,1042,0.985163,1,0.00509,1,0.99491,0.010129,0.985238,1.014984,0.032746
139,354,0,69186,1045,0.985121,1,0.005091,1,0.994909,0.01013,0.985195,1.015027,0.032746
140,354,0,69185,1046,0.985106,1,0.005091,1,0.994909,0.01013,0.985181,1.015042,0.032747
141,354,0,69184,1047,0.985092,1,0.005091,1,0.994909,0.01013,0.985167,1.015057,0.032757
142,354,0,69183,1048,0.985078,1,0.005091,1,0.994909,0.01013,0.985153,1.015071,0.032757
143,354,0,69182,1049,0.985064,1,0.005091,1,0.994909,0.01013,0.985138,1.015086,0.032757
144,354,0,69181,1050,0.985049,1,0.005091,1,0.994909,0.01013,0.985124,1.0151,0.032757
145,354,0,69180,1051,0.985035,1,0.005091,1,0.994909,0.01013,0.98511,1.015115,0.032757
146,354,0,69179,1052,0.985021,1,0.005091,1,0.994909,0.010131,0.985096,1.01513,0.032757
147,354,0,69178,1053,0.985007,1,0.005091,1,0.994909,0.010131,0.985082,1.015144,0.032757
148,354,0,69177,1054,0.984992,1,0.005091,1,0.994909,0.010131,0.985068,1.015159,0.032757
149,354,0,69176,1055,0.984978,1,0.005091,1,0.994909,0.010131,0.985053,1.015173,0.032757
150,354,0,69174,1057,0.98495,1,0.005091,1,0.994909,0.010131,0.985025,1.015203,0.032757
151,354,0,69173,1058,0.984935,1,0.005092,1,0.994908,0.010132,0.985011,1.015217,0.032757
152,354,0,69172,1059,0.984921,1,0.005092,1,0.994908,0.010132,0.984997,1.015232,0.032757
153,354,0,69171,1060,0.984907,1,0.005092,1,0.994908,0.010132,0.984983,1.015246,0.032757
154,354,0,69170,1061,0.984893,1,0.005092,1,0.994908,0.010132,0.984968,1.015261,0.032757
155,354,0,69169,1062,0.984878,1,0.005092,1,0.994908,0.010132,0.984954,1.015276,0.032757
156,354,0,69168,1063,0.984864,1,0.005092,1,0.994908,0.010132,0.98494,1.01529,0.032757
157,354,0,69167,1064,0.98485,1,0.005092,1,0.994908,0.010132,0.984926,1.015305,0.032793
158,354,0,69166,1065,0.984836,1,0.005092,1,0.994908,0.010133,0.984912,1.015319,0.032815
159,354,0,69165,1066,0.984822,1,0.005092,1,0.994908,0.010133,0.984898,1.015334,0.032827
160,354,0,69164,1067,0.984807,1,0.005092,1,0.994908,0.010133,0.984883,1.015349,0.032883
161,354,0,69162,1069,0.984779,1,0.005092,1,0.994908,0.010133,0.984855,1.015378,0.032884
162,354,0,69161,1070,0.984765,1,0.005092,1,0.994908,0.010133,0.984841,1.015392,0.03297
163,354,0,69160,1071,0.98475,1,0.005092,1,0.994908,0.010133,0.984827,1.015407,0.03309
164,354,0,69159,1072,0.984736,1,0.005093,1,0.994907,0.010134,0.984813,1.015422,0.033159
165,354,0,69158,1073,0.984722,1,0.005093,1,0.994907,0.010134,0.984798,1.015436,0.033243
166,354,0,69157,1074,0.984708,1,0.005093,1,0.994907,0.010134,0.984784,1.015451,0.033255
167,354,0,69085,1146,0.983682,1,0.005098,1,0.994902,0.010144,0.983764,1.016504,0.033255
168,354,0,69084,1147,0.983668,1,0.005098,1,0.994902,0.010144,0.98375,1.016518,0.033255
169,354,0,69083,1148,0.983654,1,0.005098,1,0.994902,0.010145,0.983736,1.016533,0.033255
170,354,0,69082,1149,0.98364,1,0.005098,1,0.994902,0.010145,0.983722,1.016548,0.033255
171,354,0,69081,1150,0.983625,1,0.005098,1,0.994902,0.010145,0.983708,1.016562,0.033275
172,354,0,69075,1156,0.98354,1,0.005099,1,0.994901,0.010146,0.983623,1.01665,0.033275
173,354,0,69074,1157,0.983526,1,0.005099,1,0.994901,0.010146,0.983608,1.016665,0.033275
174,354,0,69073,1158,0.983512,1,0.005099,1,0.994901,0.010146,0.983594,1.016679,0.033275
175,354,0,69072,1159,0.983497,1,0.005099,1,0.994901,0.010146,0.98358,1.016694,0.033275
176,354,0,69071,1160,0.983483,1,0.005099,1,0.994901,0.010146,0.983566,1.016709,0.033275
177,354,0,69070,1161,0.983469,1,0.005099,1,0.994901,0.010146,0.983552,1.016723,0.033278
178,354,0,69069,1162,0.983455,1,0.005099,1,0.994901,0.010147,0.983538,1.016738,0.033279
179,354,0,69068,1163,0.98344,1,0.005099,1,0.994901,0.010147,0.983523,1.016753,0.033307
180,354,0,69067,1164,0.983426,1,0.005099,1,0.994901,0.010147,0.983509,1.016767,0.033324
181,354,0,69054,1177,0.983241,1,0.0051,1,0.9949,0.010149,0.983325,1.016958,0.033324
182,354,0,69053,1178,0.983227,1,0.0051,1,0.9949,0.010149,0.983311,1.016972,0.03335
183,354,0,69052,1179,0.983213,1,0.0051,1,0.9949,0.010149,0.983297,1.016987,0.033364
184,354,0,69034,1197,0.982956,1,0.005102,1,0.994898,0.010152,0.983042,1.017251,0.033364
185,354,0,69033,1198,0.982942,1,0.005102,1,0.994898,0.010152,0.983028,1.017265,0.033364
186,354,0,69032,1199,0.982928,1,0.005102,1,0.994898,0.010152,0.983013,1.01728,0.033364
187,354,0,69031,1200,0.982914,1,0.005102,1,0.994898,0.010152,0.982999,1.017295,0.033364
188,354,0,69030,1201,0.982899,1,0.005102,1,0.994898,0.010152,0.982985,1.017309,0.033364
189,354,0,69029,1202,0.982885,1,0.005102,1,0.994898,0.010152,0.982971,1.017324,0.033364
190,354,0,69028,1203,0.982871,1,0.005102,1,0.994898,0.010153,0.982957,1.017339,0.033364
191,354,0,69027,1204,0.982857,1,0.005102,1,0.994898,0.010153,0.982943,1.017353,0.033394
192,354,0,69023,1208,0.9828,1,0.005103,1,0.994897,0.010153,0.982886,1.017412,0.033394
193,354,0,69022,1209,0.982785,1,0.005103,1,0.994897,0.010153,0.982872,1.017427,0.033419
194,354,0,69021,1210,0.982771,1,0.005103,1,0.994897,0.010154,0.982858,1.017441,0.033431
195,354,0,69020,1211,0.982757,1,0.005103,1,0.994897,0.010154,0.982843,1.017456,0.033435
196,354,0,69018,1213,0.982728,1,0.005103,1,0.994897,0.010154,0.982815,1.017485,0.033463
197,354,0,68996,1235,0.982415,1,0.005105,1,0.994895,0.010157,0.982503,1.017808,0.033506
198,354,0,68988,1243,0.982301,1,0.005105,1,0.994895,0.010158,0.98239,1.017926,0.033516
199,354,0,68987,1244,0.982287,1,0.005105,1,0.994895,0.010159,0.982376,1.01794,0.033518
200,354,0,68986,1245,0.982273,1,0.005105,1,0.994895,0.010159,0.982362,1.017955,0.033533
201,354,0,68981,1250,0.982202,1,0.005106,1,0.994894,0.010159,0.982291,1.018028,0.033603
202,354,0,68976,1255,0.98213,1,0.005106,1,0.994894,0.01016,0.98222,1.018102,0.033646
203,354,0,68971,1260,0.982059,1,0.005106,1,0.994894,0.010161,0.982149,1.018175,0.033673
204,354,0,68963,1268,0.981945,1,0.005107,1,0.994893,0.010162,0.982036,1.018293,0.033715
205,354,0,68959,1272,0.981888,1,0.005107,1,0.994893,0.010163,0.981979,1.018352,0.033726
206,354,0,68958,1273,0.981874,1,0.005107,1,0.994893,0.010163,0.981965,1.018366,0.033743
207,354,0,68955,1276,0.981831,1,0.005108,1,0.994892,0.010163,0.981923,1.01841,0.033785
208,354,0,68954,1277,0.981817,1,0.005108,1,0.994892,0.010163,0.981908,1.018425,0.033813
209,354,0,68952,1279,0.981789,1,0.005108,1,0.994892,0.010164,0.98188,1.018454,0.033813
210,354,0,68951,1280,0.981774,1,0.005108,1,0.994892,0.010164,0.981866,1.018469,0.033851
211,354,0,68950,1281,0.98176,1,0.005108,1,0.994892,0.010164,0.981852,1.018484,0.033856
212,354,0,68948,1283,0.981732,1,0.005108,1,0.994892,0.010164,0.981823,1.018513,0.033884
213,354,0,68945,1286,0.981689,1,0.005108,1,0.994892,0.010165,0.981781,1.018557,0.033955
214,354,0,68936,1295,0.981561,1,0.005109,1,0.994891,0.010166,0.981653,1.01869,0.033979
215,354,0,68935,1296,0.981547,1,0.005109,1,0.994891,0.010166,0.981639,1.018704,0.034025
216,354,0,68920,1311,0.981333,1,0.00511,1,0.99489,0.010168,0.981427,1.018925,0.034167
217,354,0,68913,1318,0.981233,1,0.005111,1,0.994889,0.010169,0.981327,1.019028,0.034238
218,354,0,68912,1319,0.981219,1,0.005111,1,0.994889,0.010169,0.981313,1.019043,0.034256
219,354,0,68904,1327,0.981105,1,0.005111,1,0.994889,0.010171,0.9812,1.01916,0.034258
220,354,0,68903,1328,0.981091,1,0.005111,1,0.994889,0.010171,0.981186,1.019175,0.034262
221,354,0,68759,1472,0.979041,1,0.005122,1,0.994878,0.010192,0.979146,1.021298,0.034262
222,354,0,68758,1473,0.979026,1,0.005122,1,0.994878,0.010192,0.979132,1.021313,0.034262
223,354,0,68757,1474,0.979012,1,0.005122,1,0.994878,0.010192,0.979117,1.021328,0.034262
224,354,0,68756,1475,0.978998,1,0.005122,1,0.994878,0.010192,0.979103,1.021343,0.034262
225,354,0,68755,1476,0.978984,1,0.005122,1,0.994878,0.010192,0.979089,1.021358,0.034262
226,354,0,68754,1477,0.978969,1,0.005122,1,0.994878,0.010193,0.979075,1.021372,0.034262
227,354,0,68753,1478,0.978955,1,0.005122,1,0.994878,0.010193,0.979061,1.021387,0.034262
228,354,0,68752,1479,0.978941,1,0.005123,1,0.994877,0.010193,0.979047,1.021402,0.034287
229,354,0,68751,1480,0.978927,1,0.005123,1,0.994877,0.010193,0.979032,1.021417,0.03431
230,354,0,68748,1483,0.978884,1,0.005123,1,0.994877,0.010194,0.97899,1.021461,0.034327
231,354,0,68745,1486,0.978841,1,0.005123,1,0.994877,0.010194,0.978947,1.021505,0.034328
232,354,0,68743,1488,0.978813,1,0.005123,1,0.994877,0.010194,0.978919,1.021535,0.034334
233,354,0,68682,1549,0.977944,1,0.005128,1,0.994872,0.010203,0.978055,1.022438,0.034334
234,354,0,68681,1550,0.97793,1,0.005128,1,0.994872,0.010203,0.978041,1.022452,0.034334
235,354,0,68680,1551,0.977916,1,0.005128,1,0.994872,0.010203,0.978026,1.022467,0.034334
236,354,0,68679,1552,0.977901,1,0.005128,1,0.994872,0.010204,0.978012,1.022482,0.034353
237,354,0,68675,1556,0.977845,1,0.005128,1,0.994872,0.010204,0.977956,1.022541,0.034377
238,354,0,68452,1779,0.974669,1,0.005145,1,0.994855,0.010237,0.974796,1.025855,0.034377
239,354,0,68451,1780,0.974655,1,0.005145,1,0.994855,0.010237,0.974782,1.02587,0.034377
240,354,0,68450,1781,0.974641,1,0.005145,1,0.994855,0.010237,0.974768,1.025885,0.034377
241,354,0,68449,1782,0.974627,1,0.005145,1,0.994855,0.010238,0.974754,1.0259,0.034377
242,354,0,68448,1783,0.974612,1,0.005145,1,0.994855,0.010238,0.97474,1.025915,0.034377
243,354,0,68447,1784,0.974598,1,0.005145,1,0.994855,0.010238,0.974726,1.02593,0.034377
244,354,0,68446,1785,0.974584,1,0.005145,1,0.994855,0.010238,0.974711,1.025945,0.034377
245,354,0,68444,1787,0.974555,1,0.005145,1,0.994855,0.010238,0.974683,1.025975,0.034377
246,354,0,68443,1788,0.974541,1,0.005146,1,0.994854,0.010238,0.974669,1.02599,0.034377
247,354,0,68442,1789,0.974527,1,0.005146,1,0.994854,0.010239,0.974655,1.026004,0.034378
248,354,0,68441,1790,0.974513,1,0.005146,1,0.994854,0.010239,0.974641,1.026019,0.034386
249,354,0,68439,1792,0.974484,1,0.005146,1,0.994854,0.010239,0.974612,1.026049,0.034399
250,354,0,68437,1794,0.974456,1,0.005146,1,0.994854,0.010239,0.974584,1.026079,0.034405
251,354,0,68401,1830,0.973943,1,0.005149,1,0.994851,0.010245,0.974074,1.026616,0.034405
252,354,0,68400,1831,0.973929,1,0.005149,1,0.994851,0.010245,0.97406,1.026631,0.034449
253,354,0,68349,1882,0.973203,1,0.005153,1,0.994847,0.010252,0.973337,1.027393,0.034449
254,354,0,68348,1883,0.973188,1,0.005153,1,0.994847,0.010253,0.973323,1.027408,0.034449
255,354,0,68347,1884,0.973174,1,0.005153,1,0.994847,0.010253,0.973309,1.027423,0.034453
256,354,0,68346,1885,0.97316,1,0.005153,1,0.994847,0.010253,0.973295,1.027438,0.034457
257,354,0,68345,1886,0.973146,1,0.005153,1,0.994847,0.010253,0.97328,1.027453,0.03446
258,354,0,68344,1887,0.973132,1,0.005153,1,0.994847,0.010253,0.973266,1.027468,0.03447
259,354,0,68342,1889,0.973103,1,0.005153,1,0.994847,0.010253,0.973238,1.027498,0.034477
260,354,0,68318,1913,0.972761,1,0.005155,1,0.994845,0.010257,0.972898,1.027857,0.034477
261,354,0,68317,1914,0.972747,1,0.005155,1,0.994845,0.010257,0.972884,1.027872,0.034477
262,354,0,68316,1915,0.972733,1,0.005155,1,0.994845,0.010257,0.97287,1.027887,0.034477
263,354,0,68315,1916,0.972719,1,0.005155,1,0.994845,0.010257,0.972855,1.027902,0.034477
264,354,0,68314,1917,0.972704,1,0.005155,1,0.994845,0.010258,0.972841,1.027917,0.03448
265,354,0,68117,2114,0.969899,1,0.00517,1,0.99483,0.010287,0.97005,1.030874,0.03448
266,354,0,68116,2115,0.969885,1,0.00517,1,0.99483,0.010287,0.970036,1.030889,0.03448
267,354,0,68115,2116,0.969871,1,0.00517,1,0.99483,0.010287,0.970022,1.030904,0.03448
