@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
209,350,4,68901,1330,0.981062,0.988701,0.005054,0.988701,0.994946,0.010057,0.981101,1.007746,0.004233
210,350,4,68900,1331,0.981048,0.988701,0.005054,0.988701,0.994946,0.010057,0.981087,1.007761,0.004233
211,350,4,68899,1332,0.981034,0.988701,0.005054,0.988701,0.994946,0.010057,0.981072,1.007775,0.004233
212,350,4,68898,1333,0.98102,0.988701,0.005054,0.988701,0.994946,0.010057,0.981058,1.00779,0.004233
213,350,4,68897,1334,0.981006,0.988701,0.005054,0.988701,0.994946,0.010057,0.981044,1.007804,0.004233
214,350,4,68896,1335,0.980991,0.988701,0.005054,0.988701,0.994946,0.010057,0.98103,1.007819,0.004233
215,350,4,68895,1336,0.980977,0.988701,0.005055,0.988701,0.994945,0.010058,0.981016,1.007833,0.004233
216,350,4,68894,1337,0.980963,0.988701,0.005055,0.988701,0.994945,0.010058,0.981002,1.007848,0.004233
217,350,4,68893,1338,0.980949,0.988701,0.005055,0.988701,0.994945,0.010058,0.980987,1.007863,0.004233
218,350,4,68892,1339,0.980934,0.988701,0.005055,0.988701,0.994945,0.010058,0.980973,1.007877,0.004233
219,350,4,68891,1340,0.98092,0.988701,0.005055,0.988701,0.994945,0.010058,0.980959,1.007892,0.004233
220,350,4,68890,1341,0.980906,0.988701,0.005055,0.988701,0.994945,0.010058,0.980945,1.007906,0.004233
221,350,4,68889,1342,0.980892,0.988701,0.005055,0.988701,0.994945,0.010058,0.980931,1.007921,0.004233
222,350,4,68888,1343,0.980877,0.988701,0.005055,0.988701,0.994945,0.010059,0.980917,1.007935,0.004233
