@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
19,1,0,778,46,0.944175,1,0.001284,1,0.998716,0.002564,0.944242,?,0.012834
20,1,0,777,47,0.942961,1,0.001285,1,0.998715,0.002567,0.94303,?,0.014857
21,1,0,776,48,0.941748,1,0.001287,1,0.998713,0.002571,0.941818,?,0.018467
22,1,0,775,49,0.940534,1,0.001289,1,0.998711,0.002574,0.940606,?,0.018845
23,1,0,774,50,0.93932,1,0.00129,1,0.99871,0.002577,0.939394,?,0.019695
24,1,0,773,51,0.938107,1,0.001292,1,0.998708,0.002581,0.938182,?,0.021017
25,1,0,772,52,0.936893,1,0.001294,1,0.998706,0.002584,0.93697,?,0.021963
26,1,0,771,53,0.93568,1,0.001295,1,0.998705,0.002587,0.935758,?,0.023812
27,1,0,770,54,0.934466,1,0.001297,1,0.998703,0.002591,0.934545,?,0.033184
28,1,0,765,59,0.928398,1,0.001305,1,0.998695,0.002608,0.928485,?,0.034395
29,1,0,763,61,0.925971,1,0.001309,1,0.998691,0.002614,0.926061,?,0.036946
30,1,0,762,62,0.924757,1,0.001311,1,0.998689,0.002618,0.924848,?,0.039241
31,1,0,761,63,0.923544,1,0.001312,1,0.998688,0.002621,0.923636,?,0.039301
32,1,0,760,64,0.92233,1,0.001314,1,0.998686,0.002625,0.922424,?,0.039496
33,1,0,759,65,0.921117,1,0.001316,1,0.998684,0.002628,0.921212,?,0.052044
34,1,0,700,124,0.849515,1,0.001427,1,0.998573,0.002849,0.849697,?,0.052044
35,1,0,699,125,0.848301,1,0.001429,1,0.998571,0.002853,0.848485,?,0.053904
36,1,0,688,136,0.834951,1,0.001451,1,0.998549,0.002899,0.835152,?,0.055828
37,1,0,686,138,0.832524,1,0.001456,1,0.998544,0.002907,0.832727,?,0.057816
38,1,0,678,146,0.822816,1,0.001473,1,0.998527,0.002941,0.82303,?,0.05987
39,1,0,673,151,0.816748,1,0.001484,1,0.998516,0.002963,0.81697,?,0.064184
40,1,0,663,161,0.804612,1,0.001506,1,0.998494,0.003008,0.804848,?,0.064184
41,1,0,662,162,0.803398,1,0.001508,1,0.998492,0.003012,0.803636,?,0.064184
42,1,0,661,163,0.802184,1,0.001511,1,0.998489,0.003017,0.802424,?,0.064184
43,1,0,660,164,0.800971,1,0.001513,1,0.998487,0.003021,0.801212,?,0.064184
44,1,0,659,165,0.799757,1,0.001515,1,0.998485,0.003026,0.8,?,0.067125
45,1,0,618,206,0.75,1,0.001616,1,0.998384,0.003226,0.750303,?,0.067125
46,1,0,617,207,0.748786,1,0.001618,1,0.998382,0.003231,0.749091,?,0.067125
47,1,0,615,209,0.746359,1,0.001623,1,0.998377,0.003241,0.746667,?,0.067125
48,1,0,614,210,0.745146,1,0.001626,1,0.998374,0.003247,0.745455,?,0.067125
49,1,0,613,211,0.743932,1,0.001629,1,0.998371,0.003252,0.744242,?,0.067125
50,1,0,612,212,0.742718,1,0.001631,1,0.998369,0.003257,0.74303,?,0.067126
51,1,0,611,213,0.741505,1,0.001634,1,0.998366,0.003263,0.741818,?,0.067126
52,1,0,610,214,0.740291,1,0.001637,1,0.998363,0.003268,0.740606,?,0.067205
53,1,0,609,215,0.739078,1,0.001639,1,0.998361,0.003273,0.739394,?,0.067264
54,1,0,608,216,0.737864,1,0.001642,1,0.998358,0.003279,0.738182,?,0.067511
55,1,0,607,217,0.73665,1,0.001645,1,0.998355,0.003284,0.73697,?,0.069486
56,1,0,596,228,0.723301,1,0.001675,1,0.998325,0.003344,0.723636,?,0.069486
57,1,0,595,229,0.722087,1,0.001678,1,0.998322,0.00335,0.722424,?,0.069623
58,1,0,594,230,0.720874,1,0.001681,1,0.998319,0.003356,0.721212,?,0.069641
59,1,0,593,231,0.71966,1,0.001684,1,0.998316,0.003361,0.72,?,0.071202
60,1,0,588,236,0.713592,1,0.001698,1,0.998302,0.00339,0.713939,?,0.071923
61,1,0,585,239,0.709951,1,0.001706,1,0.998294,0.003407,0.710303,?,0.074439
62,1,0,581,243,0.705097,1,0.001718,1,0.998282,0.003431,0.705455,?,0.074738
63,1,0,580,244,0.703883,1,0.001721,1,0.998279,0.003436,0.704242,?,0.078921
64,1,0,568,256,0.68932,1,0.001757,1,0.998243,0.003509,0.689697,?,0.082478
65,1,0,561,263,0.680825,1,0.001779,1,0.998221,0.003552,0.681212,?,0.0913
66,1,0,559,265,0.678398,1,0.001786,1,0.998214,0.003565,0.678788,?,0.105024
67,1,0,557,267,0.675971,1,0.001792,1,0.998208,0.003578,0.676364,?,0.122239
68,1,0,556,268,0.674757,1,0.001795,1,0.998205,0.003584,0.675152,?,0.138335
69,1,0,555,269,0.673544,1,0.001799,1,0.998201,0.003591,0.673939,?,0.139387
70,1,0,508,316,0.616505,1,0.001965,1,0.998035,0.003922,0.61697,?,0.139387
71,1,0,507,317,0.615291,1,0.001969,1,0.998031,0.003929,0.615758,?,0.139387
72,1,0,506,318,0.614078,1,0.001972,1,0.998028,0.003937,0.614545,?,0.139387
73,1,0,505,319,0.612864,1,0.001976,1,0.998024,0.003945,0.613333,?,0.139645
74,1,0,503,321,0.610437,1,0.001984,1,0.998016,0.00396,0.610909,?,0.142266
75,1,0,426,398,0.51699,1,0.002342,1,0.997658,0.004673,0.517576,?,0.142319
76,1,0,425,399,0.515777,1,0.002347,1,0.997653,0.004684,0.516364,?,0.143114
77,1,0,424,400,0.514563,1,0.002353,1,0.997647,0.004695,0.515152,?,0.143897
78,1,0,417,407,0.506068,1,0.002392,1,0.997608,0.004773,0.506667,?,0.146853
79,1,0,408,416,0.495146,1,0.002445,1,0.997555,0.004878,0.495758,?,0.148527
80,1,0,405,419,0.491505,1,0.002463,1,0.997537,0.004914,0.492121,?,0.151562
81,1,0,400,424,0.485437,1,0.002494,1,0.997506,0.004975,0.486061,?,0.156394
82,1,0,396,428,0.480583,1,0.002519,1,0.997481,0.005025,0.481212,?,0.158394
83,1,0,364,460,0.441748,1,0.00274,1,0.99726,0.005464,0.442424,?,0.158394
84,1,0,363,461,0.440534,1,0.002747,1,0.997253,0.005479,0.441212,?,0.158394
85,1,0,361,463,0.438107,1,0.002762,1,0.997238,0.00551,0.438788,?,0.158394
86,1,0,360,464,0.436893,1,0.00277,1,0.99723,0.005525,0.437576,?,0.158394
87,1,0,359,465,0.43568,1,0.002778,1,0.997222,0.00554,0.436364,?,0.158394
88,1,0,358,466,0.434466,1,0.002786,1,0.997214,0.005556,0.435152,?,0.158394
89,1,0,357,467,0.433252,1,0.002793,1,0.997207,0.005571,0.433939,?,0.158394
90,1,0,356,468,0.432039,1,0.002801,1,0.997199,0.005587,0.432727,?,0.158394
91,1,0,355,469,0.430825,1,0.002809,1,0.997191,0.005602,0.431515,?,0.158394
92,1,0,354,470,0.429612,1,0.002817,1,0.997183,0.005618,0.430303,?,0.158394
93,1,0,353,471,0.428398,1,0.002825,1,0.997175,0.005634,0.429091,?,0.158394
94,1,0,352,472,0.427184,1,0.002833,1,0.997167,0.00565,0.427879,?,0.158394
95,1,0,351,473,0.425971,1,0.002841,1,0.997159,0.005666,0.426667,?,0.158394
96,1,0,350,474,0.424757,1,0.002849,1,0.997151,0.005682,0.425455,?,0.158394
97,1,0,349,475,0.423544,1,0.002857,1,0.997143,0.005698,0.424242,?,0.158394
98,1,0,348,476,0.42233,1,0.002865,1,0.997135,0.005714,0.42303,?,0.158394
99,1,0,347,477,0.421117,1,0.002874,1,0.997126,0.005731,0.421818,?,0.158394
100,1,0,346,478,0.419903,1,0.002882,1,0.997118,0.005747,0.420606,?,0.158632
101,1,0,345,479,0.418689,1,0.00289,1,0.99711,0.005764,0.419394,?,0.163402
102,1,0,337,487,0.408981,1,0.002959,1,0.997041,0.0059,0.409697,?,0.163402
103,1,0,336,488,0.407767,1,0.002967,1,0.997033,0.005917,0.408485,?,0.163402
104,1,0,335,489,0.406553,1,0.002976,1,0.997024,0.005935,0.407273,?,0.163402
105,1,0,334,490,0.40534,1,0.002985,1,0.997015,0.005952,0.406061,?,0.163402
106,1,0,333,491,0.404126,1,0.002994,1,0.997006,0.00597,0.404848,?,0.163402
107,1,0,332,492,0.402913,1,0.003003,1,0.996997,0.005988,0.403636,?,0.168536
108,1,0,328,496,0.398058,1,0.00304,1,0.99696,0.006061,0.398788,?,0.168825
109,1,0,327,497,0.396845,1,0.003049,1,0.996951,0.006079,0.397576,?,0.177524
110,1,0,326,498,0.395631,1,0.003058,1,0.996942,0.006098,0.396364,?,0.182449
111,1,0,325,499,0.394417,1,0.003067,1,0.996933,0.006116,0.395152,?,0.188048
112,1,0,323,501,0.39199,1,0.003086,1,0.996914,0.006154,0.392727,?,0.201772
113,1,0,321,503,0.389563,1,0.003106,1,0.996894,0.006192,0.390303,?,0.20206
114,1,0,320,504,0.38835,1,0.003115,1,0.996885,0.006211,0.389091,?,0.222584
115,1,0,319,505,0.387136,1,0.003125,1,0.996875,0.006231,0.387879,?,0.223366
116,0,1,319,505,0.387136,0,0,0,1,0,0.386667,?,0.227041
117,0,1,317,507,0.384709,0,0,0,1,0,0.384242,?,0.227041
118,0,1,316,508,0.383495,0,0,0,1,0,0.38303,?,0.227041
119,0,1,315,509,0.382282,0,0,0,1,0,0.381818,?,0.227041
120,0,1,314,510,0.381068,0,0,0,1,0,0.380606,?,0.227041
121,0,1,313,511,0.379854,0,0,0,1,0,0.379394,?,0.227041
122,0,1,312,512,0.378641,0,0,0,1,0,0.378182,?,0.227041
123,0,1,311,513,0.377427,0,0,0,1,0,0.37697,?,0.227041
124,0,1,310,514,0.376214,0,0,0,1,0,0.375758,?,0.227041
125,0,1,309,515,0.375,0,0,0,1,0,0.374545,?,0.227041
126,0,1,308,516,0.373786,0,0,0,1,0,0.373333,?,0.227041
127,0,1,307,517,0.372573,0,0,0,1,0,0.372121,?,0.227041
128,0,1,306,518,0.371359,0,0,0,1,0,0.370909,?,0.227041
129,0,1,305,519,0.370146,0,0,0,1,0,0.369697,?,0.227041
130,0,1,304,520,0.368932,0,0,0,1,0,0.368485,?,0.236915
131,0,1,291,533,0.353155,0,0,0,1,0,0.352727,?,0.243687
132,0,1,288,536,0.349515,0,0,0,1,0,0.349091,?,0.258211
133,0,1,287,537,0.348301,0,0,0,1,0,0.347879,?,0.270394
134,0,1,286,538,0.347087,0,0,0,1,0,0.346667,?,0.273477
135,0,1,285,539,0.345874,0,0,0,1,0,0.345455,?,0.294649
136,0,1,283,541,0.343447,0,0,0,1,0,0.34303,?,0.305554
137,0,1,282,542,0.342233,0,0,0,1,0,0.341818,?,0.311554
138,0,1,280,544,0.339806,0,0,0,1,0,0.339394,?,0.321519
139,0,1,278,546,0.337379,0,0,0,1,0,0.33697,?,0.330071
140,0,1,239,585,0.290049,0,0,0,1,0,0.289697,?,0.332464
141,0,1,238,586,0.288835,0,0,0,1,0,0.288485,?,0.338325
142,0,1,227,597,0.275485,0,0,0,1,0,0.275152,?,0.346678
143,0,1,219,605,0.265777,0,0,0,1,0,0.265455,?,0.346935
144,0,1,202,622,0.245146,0,0,0,1,0,0.244848,?,0.347176
145,0,1,201,623,0.243932,0,0,0,1,0,0.243636,?,0.355126
146,0,1,200,624,0.242718,0,0,0,1,0,0.242424,?,0.355386
147,0,1,196,628,0.237864,0,0,0,1,0,0.237576,?,0.361077
148,0,1,194,630,0.235437,0,0,0,1,0,0.235152,?,0.361865
149,0,1,193,631,0.234223,0,0,0,1,0,0.233939,?,0.363929
150,0,1,186,638,0.225728,0,0,0,1,0,0.225455,?,0.372558
151,0,1,182,642,0.220874,0,0,0,1,0,0.220606,?,0.374909
152,0,1,181,643,0.21966,0,0,0,1,0,0.219394,?,0.37882
153,0,1,180,644,0.218447,0,0,0,1,0,0.218182,?,0.381002
154,0,1,173,651,0.209951,0,0,0,1,0,0.209697,?,0.384113
155,0,1,160,664,0.194175,0,0,0,1,0,0.193939,?,0.392925
156,0,1,156,668,0.18932,0,0,0,1,0,0.189091,?,0.401808
157,0,1,155,669,0.188107,0,0,0,1,0,0.187879,?,0.406826
158,0,1,154,670,0.186893,0,0,0,1,0,0.186667,?,0.410372
159,0,1,153,671,0.18568,0,0,0,1,0,0.185455,?,0.41158
160,0,1,152,672,0.184466,0,0,0,1,0,0.184242,?,0.425877
161,0,1,151,673,0.183252,0,0,0,1,0,0.18303,?,0.432778
162,0,1,150,674,0.182039,0,0,0,1,0,0.181818,?,0.434692
163,0,1,149,675,0.180825,0,0,0,1,0,0.180606,?,0.442397
164,0,1,123,701,0.149272,0,0,0,1,0,0.149091,?,0.453284
165,0,1,122,702,0.148058,0,0,0,1,0,0.147879,?,0.490243
166,0,1,107,717,0.129854,0,0,0,1,0,0.129697,?,0.493251
167,0,1,105,719,0.127427,0,0,0,1,0,0.127273,?,0.49351
168,0,1,104,720,0.126214,0,0,0,1,0,0.126061,?,0.509768
169,0,1,103,721,0.125,0,0,0,1,0,0.124848,?,0.512054
170,0,1,102,722,0.123786,0,0,0,1,0,0.123636,?,0.517399
171,0,1,101,723,0.122573,0,0,0,1,0,0.122424,?,0.517627
172,0,1,100,724,0.121359,0,0,0,1,0,0.121212,?,0.660679
173,0,1,99,725,0.120146,0,0,0,1,0,0.12,?,0.687176
174,0,1,98,726,0.118932,0,0,0,1,0,0.118788,?,0.698801
175,0,1,97,727,0.117718,0,0,0,1,0,0.117576,?,0.70065
176,0,1,94,730,0.114078,0,0,0,1,0,0.113939,?,0.700895
177,0,1,93,731,0.112864,0,0,0,1,0,0.112727,?,0.705617
178,0,1,87,737,0.105583,0,0,0,1,0,0.105455,?,0.721716
179,0,1,86,738,0.104369,0,0,0,1,0,0.104242,?,0.738501
180,0,1,85,739,0.103155,0,0,0,1,0,0.10303,?,0.742786
181,0,1,84,740,0.101942,0,0,0,1,0,0.101818,?,0.760793
182,0,1,83,741,0.100728,0,0,0,1,0,0.100606,?,0.762595
183,0,1,82,742,0.099515,0,0,0,1,0,0.099394,?,0.774623
184,0,1,81,743,0.098301,0,0,0,1,0,0.098182,?,0.775764
185,0,1,80,744,0.097087,0,0,0,1,0,0.09697,?,0.781625
186,0,1,79,745,0.095874,0,0,0,1,0,0.095758,?,0.78642
187,0,1,78,746,0.09466,0,0,0,1,0,0.094545,?,0.810209
188,0,1,64,760,0.07767,0,0,0,1,0,0.077576,?,0.815847
189,0,1,56,768,0.067961,0,0,0,1,0,0.067879,?,0.817741
190,0,1,38,786,0.046117,0,0,0,1,0,0.046061,?,0.817833
191,0,1,35,789,0.042476,0,0,0,1,0,0.042424,?,0.821355
192,0,1,32,792,0.038835,0,0,0,1,0,0.038788,?,0.821722
193,0,1,31,793,0.037621,0,0,0,1,0,0.037576,?,0.823294
194,0,1,28,796,0.033981,0,0,0,1,0,0.033939,?,0.829761
195,0,1,27,797,0.032767,0,0,0,1,0,0.032727,?,0.844789
196,0,1,26,798,0.031553,0,0,0,1,0,0.031515,?,0.84902
197,0,1,25,799,0.03034,0,0,0,1,0,0.030303,?,0.859935
198,0,1,24,800,0.029126,0,0,0,1,0,0.029091,?,0.869494
199,0,1,21,803,0.025485,0,0,0,1,0,0.025455,?,0.875104
200,0,1,18,806,0.021845,0,0,0,1,0,0.021818,?,0.884754
201,0,1,17,807,0.020631,0,0,0,1,0,0.020606,?,0.892622
202,0,1,16,808,0.019417,0,0,0,1,0,0.019394,?,0.984821
203,0,1,14,810,0.01699,0,0,0,1,0,0.01697,?,0.988239
204,0,1,9,815,0.010922,0,0,0,1,0,0.010909,?,0.988662
205,0,1,8,816,0.009709,0,0,0,1,0,0.009697,?,0.989071
206,0,1,6,818,0.007282,0,0,0,1,0,0.007273,?,0.989464
207,0,1,5,819,0.006068,0,0,0,1,0,0.006061,?,0.992432
208,0,1,4,820,0.004854,0,0,0,1,0,0.004848,?,0.993812
209,0,1,3,821,0.003641,0,0,0,1,0,0.003636,?,0.999177
210,0,1,2,822,0.002427,0,0,0,1,0,0.002424,?,0.999177
211,0,1,1,823,0.001214,0,0,0,1,0,0.001212,?,0.999679
212,0,1,0,824,0,0,0,0,0,0,0,?,0.999689
